133, 5, 0.2225, 0.1636, 0.1946, 24.94, 2017_09_14_14_43_42
134, 5, 0.2269, 0.1669, 0.1985, 25.53, 2017_09_14_14_49_48
135, 5, 0.2258, 0.1661, 0.1978, 25.47, 2017_09_14_14_55_21
136, 5, 0.2247, 0.1650, 0.1961, 25.21, 2017_09_14_15_00_59
137, 5, 0.2243, 0.1648, 0.1959, 25.16, 2017_09_14_15_06_31
138, 5, 0.2208, 0.1626, 0.1931, 24.73, 2017_09_14_15_12_01
139, 5, 0.1806, 0.1311, 0.1559, 24.61, 2017_09_14_15_17_29
140, 10, 0.0036, 0.0029, 0.0031, 0, bkg_09_14_15_25
141, 10, 0.0003, 0.0003, 0.0003, 0, bkg_09_15_09_14
142, 10, 0.0013, 0.0010, 0.0011, 0, bkg_09_15_09_25
143, 5, 0.1496, 0.1131, 0.1308, 22.86, 2017_09_15_09_54_32
144, 5, 0.1649, 0.1241, 0.1443, 24.34, 2017_09_15_10_00_10
145, 5, 0.1762, 0.1326, 0.1535, 25.71, 2017_09_15_10_05_37
146, 5, 0.1755, 0.1323, 0.1531, 25.67, 2017_09_15_10_11_06
147, 5, 0.1699, 0.1282, 0.1483, 24.95, 2017_09_15_10_16_28
148, 5, 0.1714, 0.1296, 0.1495, 25.07, 2017_09_15_10_23_35
149, 5, 0.1745, 0.1322, 0.1525, 25.52, 2017_09_15_10_29_12
150, 5, 0.1711, 0.1294, 0.1495, 25.04, 2017_09_15_10_34_44
151, 5, 0.1757, 0.1328, 0.1529, 25.64, 2017_09_15_10_40_05
152, 5, 0.1761, 0.1328, 0.1536, 25.68, 2017_09_15_10_45_41
153, 5, 0.1752, 0.1328, 0.1529, 25.64, 2017_09_15_10_53_13
154, 5, 0.1848, 0.1376, 0.1576, 27.34, 2017_09_15_10_58_43
155, 10, 0.0037, 0.0029, 0.0031, 0, bkg_09_15_11_06
156, 5, 0.1796, 0.1367, 0.0000, 25.85, 2017_09_15_12_17_16
157, 5, 0.1782, 0.1356, 0.1565, 25.8, 2017_09_15_12_23_44
158, 5, 0.1770, 0.1341, 0.1546, 25.45, 2017_09_15_12_29_19
159, 5, 0.1762, 0.1332, 0.1541, 25.3, 2017_09_15_12_34_48
160, 5, 0.1747, 0.1322, 0.1532, 25.19, 2017_09_15_12_40_21
161, 5, 0.1798, 0.1358, 0.1570, 26.04, 2017_09_15_13_14_07
162, 5, 0.1791, 0.1350, 0.1563, 25.8, 2017_09_15_13_19_57
163, 5, 0.1734, 0.1311, 0.1517, 25.1, 2017_09_15_13_25_36
164, 5, 0.1747, 0.1322, 0.1525, 25.2, 2017_09_15_13_31_18
165, 5, 0.1754, 0.1327, 0.1532, 25.4, 2017_09_15_13_37_00
166, 5, 0.1731, 0.1307, 0.1512, 24.8, 2017_09_15_13_42_40
167, 5, 0.1747, 0.1321, 0.1525, 25.3, 2017_09_15_13_48_22
168, 5, 0.1760, 0.1327, 0.1532, 25.2, 2017_09_15_13_54_00
169, 10, 0.0037, 0.0028, 0.0031, 0, bkg_09_15_14_00
170, 5, 0.1791, 0.1339, 0.1557, 25.25, 2017_09_15_14_47_08
171, 5, 0.1817, 0.1353, 0.1580, 25.33, 2017_09_15_14_52_33
172, 5, 0.1796, 0.1338, 0.1563, 25.07, 2017_09_15_14_58_04
173, 5, 0.1820, 0.1361, 0.1580, 25.56, 2017_09_15_15_03_28
174, 5, 0.1802, 0.1340, 0.1561, 25.13, 2017_09_15_15_08_58
175, 5, 0.1833, 0.1362, 0.1592, 25.54, 2017_09_15_15_14_23
176, 5, 0.1800, 0.1347, 0.1567, 25.22, 2017_09_15_15_20_01
177, 5, 0.1794, 0.1340, 0.1560, 25.03, 2017_09_15_15_25_24
178, 5, 0.1765, 0.1323, 0.1535, 24.68, 2017_09_15_15_30_49
179, 5, 0.1772, 0.1326, 0.1543, 24.78, 2017_09_15_15_36_27
180, 5, 0.1753, 0.1309, 0.1522, 24.36, 2017_09_15_15_42_16
181, 5, 0.1761, 0.1319, 0.1528, 24.58, 2017_09_15_15_47_43
182, 5, 0.1746, 0.1306, 0.1518, 24.33, 2017_09_15_15_53_25
183, 5, 0.1739, 0.1296, 0.1507, 24.09, 2017_09_15_15_59_00
